Unnamed: 0.1,Unnamed: 0,CoinName,Algorithm,IsTrading,ProofType,TotalCoinsMined,TotalCoinSupply
405,NXE,NXEcoin,NIST5,True,PoW/PoS,,2200000
406,ZOOM,ZoomCoin,Lyra2RE,True,PoW,,250000
407,YOVI,YobitVirtualCoin,SHA-256,True,PoS,,22830000
408,ORLY,OrlyCoin,X15,True,PoW/PoS,0.0,36000000
409,KUBOS,KubosCoin,Scrypt,False,PoW/PoS,,986898568551
410,SAK,SharkCoin,SHA-256,True,PoW,,400000000
411,EVIL,EvilCoin,X11,True,PoW/PoS,,21024000
412,COX,CobraCoin,Scrypt,True,PoW/PoS,,1012941176
413,BSD,BitSend,X11,True,PoW/PoS,24387724.5010828,139000000
414,DES,Destiny,Scrypt,True,PoW/PoS,,212625
415,BIT16,16BitCoin,NIST5,True,PoW/PoS,0.0,16000000
416,CMTC,CometCoin,Scrypt,True,PoW,,2000000
417,CHESS,ChessCoin,Scrypt,True,PoW/PoS,0.0,74666667
418,REE,ReeCoin,Scrypt,True,PoW/PoS,0.0,350000000
419,MARV,Marvelous,Scrypt,True,PoW,,400000000
420,OMNI,Omni,Scrypt,True,PoW,616448.0,616448
421,TRTK,TrollTokens,SHA-256,False,PoW/PoS,,860000000
422,LIR,Let it Ride,POS 3.0,True,PoS,38589808.6658096,33500000
423,SCRPT,ScryptCoin,Scrypt,True,PoW,,34181818
424,SPCIE,Specie,PoS,True,PoS,,9000000
425,CJ,CryptoJacks,X13,True,PoW/PoS,,500000000
426,PUT,PutinCoin,Scrypt,True,PoW/PoS,813092338.575672,2000000000
427,KRAK,Kraken,SHA-256,True,PoW/PoS,,20 000 000
428,IBANK,iBankCoin,Scrypt,True,PoW/PoS,4526324.0,44333333
429,WRLGC,World Gold Coin,SHA-256,False,PoW,,51000000
430,BM,BitMoon,X13,True,PoS,,100000000
431,FRWC,Frankywillcoin,Scrypt,True,PoW/PoS,100000000.0,100000000
432,PSY,Psilocybin,SHA-256D,True,PoW/PoS,,4214600
433,RUST,RustCoin,Scrypt,True,PoW/PoS,,21212121
434,NZC,NewZealandCoin,Scrypt,True,PoW,,335800000
435,XPOKE,PokeChain,X13,True,PoS,,75000000
436,MUDRA,MudraCoin,X13,True,PoS,5000000.0,200000000
437,PIZZA,PizzaCoin,X11,True,PoW,1377917.0,25000000
438,LC,Lutetium Coin,X11,True,PoS,657000000.0,657000000
439,EXB,ExaByte (EXB),SHA-256,True,PoW,,500000000
440,KMD,Komodo,Equihash,True,dPoW/PoW,115898131.0,200000000
441,GB,GoldBlocks,X11,True,PoW/PoS,15563873.0,50000000
442,EDC,EDC Blockchain,SHA-256,True,DPoS/LPoS,,5352058721.530
443,WAY,WayCoin,X11,True,PoS,0.0,100000000
444,TAB,MollyCoin,Scrypt,True,PoW/PoS,,25000000
445,STO,Save The Ocean,X11,True,PoW/PoS,,150000000
446,CTC,CarterCoin,Scrypt,True,PoW/PoS,43165500.0,90000000
447,TOT,TotCoin,Scrypt,True,PoW/PoS,,1613150000
448,MDC,MedicCoin,Scrypt,True,PoW/PoS,,33000000
449,FTP,FuturePoints,X11,True,PoS,,360000000
450,ZET2,Zeta2Coin,Quark,True,PoW/PoS,,1200000
451,CVNC,CovenCoin,SHA-256,True,PoW/PoS,,33000
452,KRB,Karbo,CryptoNight,True,PoW,7822432.72439746,10000000
453,TELL,Tellurion,X11,True,PoW/PoS,,3652422000
454,BXT,BitTokens,SHA-256,True,PoW/PoS,595429.0,21000000
455,ZYD,ZayedCoin,SHA-256,True,PoW,6243840.0,9736000
456,MST,MustangCoin,X11,True,PoW/PoS,657636.34549789,3000000
457,GOON,Goonies,Scrypt,True,PoW,,270875968
458,ZNE,ZoneCoin,Scrypt,True,PoW/PoS,2581970.0,21000000
459,COVAL,Circuits of Value,Multiple,True,PoW,1000000000.0,1200000000
460,DGDC,DarkGold,X13,True,PoW/PoS,,1000000
461,TODAY,TodayCoin,Scrypt,True,PoW,,39200000
462,ROOT,RootCoin,Scrypt,True,PoW/PoS,1939889.0,0
463,DOPE,DopeCoin,Scrypt,True,PoW,116845228.0,200000000
464,FX,FCoin,Scrypt,True,PoW/PoS,,987600000
465,PIO,Pioneershares,X11,True,PoW/PoS,,200000
466,PROUD,PROUD Money,X11,True,PoW/PoS,0.0,10000000000
467,SMSR,Samsara Coin,QuBit,True,PoW/PoS,,60000000
468,UBIQ,Ubiqoin,Progressive-n,True,PoS,,500000000
469,ARM,Armory Coin,Scrypt,True,PoW/PoS,,1990000000
470,RING,RingCoin,Scrypt,True,PoW/PoS,,1900000000
471,LAZ,Lazarus,DPoS,True,DPoS,,10000000
472,BTCR,BitCurrency,Scrypt,True,PoS,169598616.0,0
473,FCTC,FaucetCoin,X13,False,PoS,,10000
474,MOOND,Dark Moon,Scrypt,True,PoW/PoS,,420000000
475,DLC,DollarCoin,SHA-256,True,PoW,9106714.0,10638298
476,SCN,Swiscoin,Scrypt,True,PoW/PoW,665200057.0,3100000000
477,BRONZ,BitBronze,Scrypt,True,PoW,,4502400
478,SH,Shilling,Scrypt,True,PoW,11119200.0,30000000
479,BUZZ,BuzzCoin,SHA-256D,True,PoW/PoS,19577787259.0,20000000000
480,MG,Mind Gene,SHA-256,True,PoW/PoS,,7500000000
481,PSI,PSIcoin,X11,True,PoS,,696969
482,XPO,Opair,PoS,True,PoS,74033806.7949683,74000000
483,PSB,PesoBit,Scrypt,True,PoW/PoS,33522957.0,0
484,FIT,Fitcoin,X11,True,PoW/PoS,,90000000
485,PINKX,PantherCoin,Scrypt,True,PoW/PoS,,735000000
486,UNF,Unfed Coin,Scrypt,True,PoW,,67000000
487,SPORT,SportsCoin,X11,True,PoS,,20000000
488,NTC,NineElevenTruthCoin,Scrypt,True,PoW/PoS,,130528084
489,EGO,EGOcoin,PoS,True,PoS,,60000000
490,GBRC,GBR Coin,Scrypt,True,PoW,0.0,87500000
491,HALLO,Halloween Coin,X11,True,PoW/PoS,264678458.288619,1500000000
492,BBCC,BaseballCardCoin,Scrypt,True,PoW/PoS,,19000000
493,EMIGR,EmiratesGoldCoin,SHA-256,False,PoW,,4000000
494,BHC,BighanCoin,Quark,True,PoW,,411000000
495,CRAFT,Craftcoin,Scrypt,True,PoW/PoS,,49411760
496,OLYMP,OlympCoin,X11,True,PoW/PoS,,50000000
497,DPAY,DelightPay,X13,True,PoW/PoS,,90400000
498,ANTC,AntiLitecoin,Scrypt,False,PoW,,84000000
499,JOBS,JobsCoin,X11,True,PoW/PoS,,20000000000
500,DGORE,DogeGoreCoin,X11,True,PoW/PoS,,500000000
501,RMS,Resumeo Shares,NIST5,True,PoS,,9188302
502,FJC,FujiCoin,Scrypt-n,True,PoW,0.0,10000000
503,VAPOR,Vaporcoin,SHA-256,True,PoW/PoS,,2000000
504,XZC,ZCoin,Lyra2Z,True,PoW,7568281.24956067,21400000
505,PRE,Premium,Scrypt,True,PoW,,20000000
506,CALC,CaliphCoin,SHA-256,True,PoW,,135000000
507,LEA,LeaCoin,SHA-256,True,PoW,0.0,2000000000
508,CF,Californium,SHA-256,True,PoW,,2520000
509,CFC,CoffeeCoin,PoS,True,PoS,148716816.0,39999898
510,BS,BlackShadowCoin,X11,True,PoW/PoS,,2100000000
511,JIF,JiffyCoin,SHA-256D,True,PoW,,5108400
512,MONETA,Moneta,Scrypt,True,PoW,,184000000
513,RUBIT,Rublebit,Scrypt,True,PoW,,100000000
514,HCC,HappyCreatorCoin ,Scrypt,True,PoW,,100100400000
515,BRAIN,BrainCoin,X11,True,PoW/PoS,,22000000
516,ROYAL,RoyalCoin,X13,True,PoS,2500124.0,2500124
517,LFC,BigLifeCoin,X11,True,PoW,,9900000000
518,ZUR,Zurcoin,Quark,True,PoW,0.0,126000000
519,PEC,PeaceCoin,X11,True,PoW,,700000000
520,GMX,Goldmaxcoin,Scrypt,True,PoW,,84078950
521,32BIT,32Bitcoin,X11,True,PoW/PoS,,355000
522,GNJ,GanjaCoin V2,X14,True,PoW/PoS,100000000.0,100000000
523,TEAM,TeamUP,PoS,True,PoS,17818682.1654,301000000
524,SCT,ScryptToken,Scrypt,True,PoW/PoS,,8842105
525,LANA,LanaCoin,SHA-256D,True,PoW/PoS,1082162635.53683,7506000000
526,ELE,Elementrem,Ethash,True,PoW,26205539.0,26205539
527,GCC,GuccioneCoin,Scrypt,True,PoW,,39760000
528,EQUAL,EqualCoin,X13,True,PoW/PoS,,1000000000
529,2BACCO,2BACCO Coin,Scrypt,True,PoW/PoS,,81454545
530,DKC,DarkKnightCoin,Scrypt,True,PoW/PoS,,24000000
531,COC,Community Coin,SHA-256,True,PoW,,36129032
532,CHOOF,ChoofCoin,Scrypt,True,PoW/PoS,,40000000
533,CSH,CashOut,SHA-256,True,PoW,0.0,100000000
534,ZCL,ZClassic,Equihash,True,PoW,5613550.0,21000000
535,RYCN,RoyalCoin 2.0,X13,True,PoS,,2500124
536,PCS,Pabyosi Coin,X11,True,PoW/PoS,,31500000000
537,NBIT,NetBit,Scrypt,True,PoW/PoS,,10.500.000
538,WINE,WineCoin,Scrypt,True,PoW/PoS,,1744000000
539,ARK,ARK,DPoS,True,DPoS,108202084.0,125000000
540,ZECD,ZCashDarkCoin,Scrypt,True,PoW,,500000000
541,WASH,WashingtonCoin,X11,True,PoW/PoS,,170000000
542,LUCKY,LuckyBlocks,PoS,True,PoS,,20000000
543,INSANE,InsaneCoin,X11,True,PoW/PoS,18342813.0,30000000
544,BASH,LuckChain,Scrypt,True,PoW/PoS,0.0,1000000000
545,FAME,FameCoin,QuBit,True,PoW/PoS,,50000000
546,LIV,LiviaCoin,Scrypt,True,PoW/PoS,,1572000000
547,DOGETH,EtherDoge,X11,True,PoW/PoS,,18100000
548,KLC,KiloCoin,Scrypt,True,PoW,196297971.0,10000000000
549,HUSH,Hush,Equihash,True,PoW,0.0,21000000
550,BTLC,BitLuckCoin,PoS,True,PoS,,5000000000
551,DRM8,Dream8Coin,Scrypt,True,PoW,,88800000000
552,EBZ,Ebitz,PoS,False,PoS,,21000000
553,FGZ,Free Game Zone,Scrypt,True,PoW,,44775520
554,BOSON,BosonCoin,X11,True,PoW/PoS,,5000000000
555,ATX,ArtexCoin,X11,True,PoW,824000000.0,500000000
556,PNC,PlatiniumCoin,SHA-256,True,PoW,,21000000
557,BRDD,BeardDollars,Scrypt,True,PoW/PoS,,21212121
558,BIPC,BipCoin,CryptoNight,True,PoW,,18446744
559,XNC,XenCoin,Scrypt,True,PoW,,2100000000
560,EMB,EmberCoin,X13,True,PoW/PoS,92192822723.0,850000000
561,BTTF,Coin to the Future,PoS,True,PoS,,1210000
562,DLR,DollarOnline,X11,True,PoW/PoS,,1000000000
563,XEN,XenixCoin,X11,True,PoW/PoS,3853326.77707314,3853326.77707314
564,IW,iWallet,X11,True,PoW/PoS,,2142857142.86
565,FRE,FreeCoin,PoS,True,PoS,50000000.0,50000000
566,NPC,NPCcoin,SHA-256D,True,PoW/PoS,0.0,7000000000
567,PLNC,PLNCoin,Scrypt,True,PoW/PoS,17089600.0,38540000 
568,DGMS,Digigems,Scrypt,True,PoW,,50000000
569,ICOB,Icobid,Scrypt,True,PoW/PoS,0.0,200000000 
570,ARCO,AquariusCoin,Scrypt,True,PoW/PoS,2449577.41533168,42000000
571,KURT,Kurrent,X11,True,PoW,61364813.0,228000000
572,XCRE,Creatio,PoS,True,PoS,20000000.0,20000000
573,ENT,Eternity,X11,True,PoW/PoS,6069482.07721352,60000000
574,MTLM3,Metal Music v3,Scrypt,False,PoW/PoS,,2500000000
575,ODNT,Old Dogs New Tricks,SHA-256D,True,PoW/PoS,,21000000
576,EUC,Eurocoin,SHA-256,True,PoW/PoS,12416554.0,20000000
577,CCX,CoolDarkCoin,Scrypt,True,PoW/PoS,,11052632
578,BCF,BitcoinFast,Scrypt,True,PoW/PoS,20244023.640728,33000000
579,SEEDS,SeedShares,SHA-256D,True,PoW/PoS,,7996400
580,XSN,Stakenet,X11,True,TPoS,75590369.0,76500000
581,BCCOIN,BitConnect Coin,Scrypt,True,PoW/PoS,11080722.3769581,28000000
582,SHORTY,ShortyCoin,PoS,True,PoS,,100000000
583,PCM,Procom,Scrypt,True,PoW,,28000000
584,CORAL,CoralPay,X13,True,PoS,,21000000
585,MONEY,MoneyCoin,Scrypt,True,PoW/PoS,10914418.0,650659833
586,HSP,Horse Power,Scrypt,True,PoW,,2900000
587,HZT,HazMatCoin,Scrypt,True,PoW/PoS,,100000000
588,CRSP,CryptoSpots,DPoS,True,DPoS,,0
589,ICON,Iconic,PoS,True,PoS,,520000
590,NIC,NewInvestCoin,PoS,True,PoS,,47090909
591,ACN,AvonCoin,PoS,True,PoS,,1000000000
592,XNG,Enigma,X11,True,PoW/PoS,814671.0,5000000
593,XCI,Cannabis Industry Coin,CryptoNight,True,PoW,978145.0,21000000
594,LOOK,LookCoin,X11,True,PoW/PoS,,1613150000
595,MIS,MIScoin,X11,True,PoW/PoS,,25000000
596,WOP,WorldPay,X11,True,PoW/PoS,,10000000
597,CQST,ConquestCoin,X13,True,PoW/PoS,,30000000
598,CHIEF,TheChiefCoin,Scrypt,True,PoW/PoS,,2500000000
599,RC,Russiacoin,Scrypt,True,PoW/PoS,8377873.0,144000000
600,PND,PandaCoin,Scrypt,True,PoS,33813143821.8337,32514916898
601,ECAD,Canada eCoin,Scrypt,True,PoW,,100000000
602,OPTION,OptionCoin,X11,True,PoS,,21000000
603,AV,Avatar Coin,PoS,True,PoS,,10000000
604,LTD,Limited Coin,PoS,True,PoS,,128
605,UNITS,GameUnits,Scrypt,True,PoW/PoS,3472983.0,13000000
606,GAKH,GAKHcoin,Scrypt,True,PoW/PoS,3315789.0,3315789
607,S8C,S88 Coin,Scrypt,True,PoW/PoS,,520000000
608,ASAFE2,Allsafe,Quark,True,PoS,10517772.7391666,15000000
609,LTCR,LiteCreed,QuBit,True,PoW/PoS,30227750.0,78835200
610,XPRO,ProCoin,X15,True,PoW/PoS,,6000000
611,ASTR,Astral,X13,True,PoW/PoS,,37875500
612,GIFT,GiftNet,X13,True,PoW,,6750000
613,VIDZ,PureVidz,PoS,True,PoS,,125000000
614,INC,Incrementum,PoS,True,PoS,,1300000
615,PTA,PentaCoin,SHA-256,True,PoW/PoS,, 1311955 
616,ACID,AcidCoin,SHA-256,True,PoW,,4500000000
617,RNC,ReturnCoin,X11,True,PoS,,250000000
618,TWIST,TwisterCoin,X11,True,PoW/PoS,,3195000
619,PAYP,PayPeer,X11,True,PoW/PoS,,50000000000
620,LENIN,LeninCoin,SHA-256D,True,PoW,,100000000
621,MRSA,MrsaCoin,X13,True,PoW/PoS,,2100000000
622,OS76,OsmiumCoin,Scrypt,True,PoW,894026.0,2714286
623,BIC,Bikercoins,CryptoNight,True,PoW,9357088.0,25000000
624,CRPS,CryptoPennies,X11,True,PoS,,1593.15
625,NTCC,NeptuneClassic,X11,True,PoW/PoS,0.0,250000000
626,HXX,HexxCoin,Lyra2RE,True,PoW,1876146.443596,9999999
627,SPKTR,Ghost Coin,SHA-256,True,PoW/PoS,,2270000
628,MAC,MachineCoin,Time Travel,True,PoW,,35000000
629,SEL,SelenCoin,PoS,True,PoS,,159680000
630,NOO,Noocoin,PoS,True,PoS,,25000000
631,CHAO,23 Skidoo,SHA-256D,True,PoW,,23
632,XGB,GoldenBird,X13,True,PoW/PoS,0.0,450000000
633,YMC,YamahaCoin,Scrypt,True,PoW,,315000000
634,JOK,JokerCoin,Scrypt,True,PoW/PoS,,5000000000
635,GBIT,GravityBit,Scrypt,True,PoW/PoS,,5333000
636,TEC,TeCoin,Multiple,True,PoW,,469521976
637,BOMBC,BombCoin,Scrypt,True,PoW/PoS,,4516129032
638,RIDE,Ride My Car,PoS,True,PoS,0.0,100000000
639,KED,Klingon Empire Darsek,Scrypt,True,PoW/PoS,23965372.0,500000000
640,IOP,Internet of People,SHA-256,True,PoW/PoS,2526078.47525448,21000000
641,ELS,Elysium,Scrypt,True,PoW,,18000000
642,KUSH,KushCoin,X11,True,PoW/PoS,5659096.95728771,9354000
643,ERY,Eryllium,X11,True,PoW/PoS,0.0,100000000
644,OPES,Opes,Argon2,True,PoW,,52000000
645,RATIO,Ratio,PoS,True,PoS,,100000000
646,SMF,SmurfCoin,Scrypt,True,PoW/PoS,,2500000000
647,TECH,TechCoin,X13,True,PoW/PoS,,300000
648,CIR,CircuitCoin,SHA-256D,True,PoW/PoS,,3125000000
649,LEPEN,LePenCoin,SHA-256,True,PoS,,1000000000
650,MARX,MarxCoin,X11,True,PoW,0.0,100640000
651,HAZE,HazeCoin,Scrypt,True,PoW,,25000000
652,PRX,Printerium,Scrypt,True,PoW/PoS,11821728.0,20000000
653,PAC,PacCoin,X11,True,PoW,536982074.0,100000000000
654,IMPCH,Impeach,Scrypt,True,PoW/PoS,308179.0,21933333
655,ERR,ErrorCoin,Scrypt,True,PoW,,81000000
656,TIC,TrueInvestmentCoin,Scrypt,True,PoW/PoS,,53200000
657,NUKE,NukeCoin,PoS,True,PoS,,2778196
658,SFC,Solarflarecoin,Scrypt,True,PoW,0.0,20000000
659,JANE,JaneCoin,X11,True,PoW/PoS,,2100000000
660,PARA,ParanoiaCoin,Scrypt,True,PoW,,72000000
661,MM,MasterMint,X11,True,PoS,,1500000000
662,CTL,Citadel,CryptoNight-V7,True,PoW,10969318.522954,185000000
663,ZBC,Zilbercoin,Scrypt,True,PoS,2922613.96424908,55000000
664,FRST,FirstCoin,Scrypt,True,PoW/PoS ,110000000.0,110000000
665,ORO,OroCoin,Scrypt,True,PoW,,23529412
666,ALEX,Alexandrite,SHA-256,True,PoW/PoS,,1268000
667,TBCX,TrashBurn,SHA-256D,True,PoS,,9000000
668,MCAR,MasterCar,Scrypt,True,PoW/PoS,,2991837
669,THS,TechShares,DPoS,True,DPoS,,600000000
670,ACES,AcesCoin,X13,True,PoS,,100000000
671,UAEC,United Arab Emirates Coin,X11,False,PoW/PoS,,10000000
672,EA,EagleCoin,SHA-256,True,PoW,,40000000
673,CREA,CreativeChain,Keccak,True,PoW,0.0,115000000
674,BVC,BeaverCoin,Scrypt,True,PoW,3115258.0,3360000
675,FIND,FindCoin,X13,True,PoS,14524851.4827,14524851.4827
676,MLITE,MeLite,SHA-256D,True,PoW/PoS,,1.000.000
677,STALIN,StalinCoin,X11,True,PoW/PoS,,3000000000
678,TSE,TattooCoin,Scrypt,True,PoW/PoS,,500000000
679,VLTC,VaultCoin,X11,True,PoW,30385540.0,1000000000
680,BIOB,BioBar,SHA-256D,True,PoW/PoS,,60000000
681,ZER,Zero,Equihash,True,PoW,6921653.89980891,17000000
682,CHAT,OpenChat,Scrypt,True,PoW/PoS,1000000000.0,1000000000
683,CDN,Canada eCoin,Scrypt,True,PoW,99843408.3158479,100000000 
684,ZOI,Zoin,Lyra2RE,True,PoW,18545757.5,21000000
685,HONEY,Honey,Blake2S,True,PoW/PoS,,7000000
686,MXT,MartexCoin,X13,True, PoW/PoS,,5000000
687,MUSIC,Musicoin,Ethash,True,PoW,0.0,454898394
688,VEG,BitVegan,PoS,True,PoS,,600000000
689,MBIT,Mbitbooks,Scrypt,True,PoW,,81000000
690,ZENI,Zennies,Scrypt,True,PoS,,1000000000
691,PLANET,PlanetCoin,Scrypt,True,PoW/PoS,,1000000
692,DUCK,DuckDuckCoin,Scrypt,True,PoW,,121
693,BNX,BnrtxCoin,X11,True,PoW,0.0,210000000
694,RNS,RenosCoin,Scrypt,True,PoS,36050365.0,34426423
695,DBIX,DubaiCoin,Dagger-Hashimoto,True,PoW,2232901.0,2232901
696,XVP,VirtacoinPlus,X11,True,PoW/PoS,13162749.0858027,100000000
697,BOAT,Doubloon,536,True,PoW/PoS,,500000000
698,TAJ,TajCoin,Blake2S,True,PoW/PoS,12184195.9258495,36900000
699,IMX,Impact,X11,True,PoW/PoS,110630387.850471,110000000
700,CJC,CryptoJournal,PoS,True,PoS,,100000000
701,AMY,Amygws,Scrypt,True,PoW,,23333333
702,QBT,Cubits,SHA-256,True,PoW/PoS,,300000000
703,EB3,EB3coin,Scrypt,True,PoW,64096052.0,4000000000
704,XVE,The Vegan Initiative,PoS,True,PoS,,50000000
705,APT,Aptcoin,Scrypt-n,True,PoW,,42000000
706,BLAZR,BlazerCoin,Scrypt,True,PoW,,294336000
707,UNI,Universe,Scrypt,True,PoS,0.0,112000000
708,ECOC,ECOcoin,Scrypt,True,PoW/PoS,,10733333
709,DARK,Dark,SHA-256,True,PoW/PoS,,12800000
710,DON,DonationCoin,Scrypt,True,PoW,,90000000
711,ATMOS,Atmos,PoS,True,PoS,111135836.889,110290030
712,HPC,HappyCoin,X11,True,PoW/PoS,21521322.0099142,100000000
713,CXT,Coinonat,NIST5,True,PoW,10123200.0,48252000
714,MCRN,MacronCoin,PoS,True,PoS,401421401.0,400000000
715,RAIN,Condensate,X11,True,PoW/PoS,121665451.643876,500000000
716,IEC,IvugeoEvolutionCoin,Scrypt,True,PoW,,100000000
717,IMS,Independent Money System,Scrypt,True,PoW/PoS,5368934.0,21212121
718,ARGUS,ArgusCoin,Scrypt,True,PoW/PoS,1148324.0,28600000
719,LMC,LomoCoin,Scrypt,True,PoW/PoS,500000.0,1000000000
720,BTCS,Bitcoin Scrypt,Scrypt,True,PoW,0.0,21000000
721,PROC,ProCurrency,SHA-256,True,PoS,100545745.0,75000000000
722,XGR,GoldReserve,X11,True,PoW/PoS,17171382.0,40000000
723,BENJI,BenjiRolls,Scrypt,True,PoW,20276099.146524,35520400
724,DUO,ParallelCoin,Scrypt,True,PoW,0.0,1000000
725,GRW,GrowthCoin,Scrypt,True,PoS,295135466.361878,2000000000
726,ILC,ILCoin,SHA-256,True,PoW,1317747500.0,2500000000
727,PZM,Prizm,SHA-256,True,PoS,,600000000000000
728,PHR,Phreak,PoS,True,PoS,11390225.9742772,30000000
729,PUPA,PupaCoin,Blake2S,True,PoW/PoS,,3500000000
730,RICE,RiceCoin,X13,True,PoW/PoS,,10000000
731,XCT,C-Bits,SHA-256,True,PoW,,210000000
732,DEA,Degas Coin,Scrypt,True,PoW/PoS,21358764.0,105000000
733,ZSE,ZSEcoin,X11,True,PoW/PoS,0.0,2093500000
734,TAP,TappingCoin,X11,True,PoW/PoS,,5000000000
735,MUU,MilkCoin,SHA-256,True,PoW/PoS ,,4500000000
736,INF8,Infinium-8,CryptoNight,False,PoW,,0
737,HTML5,HTML5 Coin,X15,True,PoW/PoS,40659020000.0,90000000000
738,SBSC,Subscriptio,PoS,True,PoS,,10000000
739,USC,Ultimate Secure Cash,SHA-256,True,PoS,10343113.0,200084200
740,DUX,DuxCoin,Scrypt,True,PoW/PoS,,1680000000
741,XPS,PoisonIvyCoin,Scrypt,True,PoW/PoS,,4666666667
742,EQT,EquiTrader,Scrypt,True,PoW,13673406.4325268,72000000
743,MNTC,Manet Coin,Scrypt,True,PoW/PoS,,215000000
744,HAMS,HamsterCoin,Scrypt,True,PoW,,20000000
745,QTUM,QTUM,POS 3.0,True,PoS,100000000.0,100000000
746,NEF,NefariousCoin,Scrypt,True,PoW/PoS,,4835000000
747,QRL,Quantum Resistant Ledger,CryptoNight-V7,True,PoW,69036016.8340164,105000000
748,ESP,Espers,536,True,PoW/PoS,22801882871.0,50000000000
749,DYN,Dynamic,Argon2d,True,PoW,19784224.6512734,0
750,NANO,Nano,Blake2b,True,PoW,133248297.0,340282367
751,CHAN,ChanCoin,Cloverhash,True,PoW,18407259.0885883,30000000
752,DCY,Dinastycoin,CryptoNight,True,PoW,1809467143.0,2000000000
753,DNR,Denarius,NIST5,True,PoW/PoS,4171382.0,10000000
754,DP,DigitalPrice,X11,True,PoW,35138975.0,100000000
755,VUC,Virta Unique Coin,NIST5,True,PoW/PoS,62942075.0,120000000
756,BTPL,Bitcoin Planet,Skein,True,PoW/PoS,6804362.0,100000000
757,UNIFY,Unify,Scrypt,True,PoW,18133195.0,19276800
758,BRIT,BritCoin,X13,True,PoW/PoS,21268092.0,30000000
759,SOCC,SocialCoin,Scrypt,True,PoW,5167775.0, 75000000
760,OTX,Octanox,X11,True,PoW/PoS,0.0,7905634
761,ARC,ArcticCoin,X11,True,PoW,26042364.3735553,60000000
762,BOG,Bogcoin,SHA-256,True,PoW,,21212121
763,SAND,BeachCoin,X11,True,PoW,,21000000
764,DAS,DAS,X11,True,PoW,2622886.0,18900000
765,LINDA,Linda,Scrypt,True,PoW/PoS,9044930943.24243,50000000000
766,XLC,LeviarCoin,CryptoNight,True,PoW,14161803.0,54000000
767,ONION,DeepOnion,X13,True,PoW/PoS,21917018.0492836,18898187.6216583
768,BTX,Bitcore,Time Travel,True,PoW,17801865.1605478,21000000
769,GCN,gCn Coin,Scrypt,True,PoW,163055097500.0,200000000000
770,SMART,SmartCash,Keccak,True,PoW,2241009149.22257,5000000000
771,SIGT,Signatum,SkunkHash v2 Raptor,True,PoS,107972766.0,137500000
772,ONX,Onix,X11,True,PoW,122475638.389743,1100000000
773,WINK,Wink,PoS,True,PoS,,80000000
774,CRM,Cream,Skein,True,PoW/PoS,47331802.4774238,100000000
775,BCH,Bitcoin Cash,SHA-256,True,PoW,17995589.6469082,21000000
776,BMXT,Bitmxittz,Scrypt,False,PoW/PoS,,10000
777,XMCC,Monoeci,X11,True,PoW/PoS,12569262.5359307,9507271
778,CMPCO,CampusCoin,Scrypt,True,PoW,0.0,1010000000
779,DFT,Draftcoin,Scrypt,True,PoS,18663297.3489799,17405891.19707116
780,VET,Vechain,VeChainThor Authority,True,Proof of Authority,55454734800.0,86712634466
781,SOJ,Sojourn Coin,Scrypt,True,PoW,485214.0,10500000000
782,STCN,Stakecoin,PoS,True,PoS,4000000.0,61599965
783,NYC,NewYorkCoin,Scrypt,True,PoW,143006669741.687,0
784,LBTC,LiteBitcoin,Scrypt,True,PoW,0.0,1000000000
785,FRAZ,FrazCoin,Scrypt,True,PoW,9704042.0,20000000
786,KRONE,Kronecoin,Scrypt,True,PoW,17453749.4042601,84000000
787,ACC,AdCoin,Scrypt,True,PoW,32646731.063036,100000000
788,LINX,Linx,Scrypt,True,PoW,33716526.0,100000000
789,XCXT,CoinonatX,Scrypt,True,PoW/PoS,19539588.0,48252000
790,BLAS,BlakeStar,Blake2S,True,PoW/PoS,,2400000000
791,ETHD,Ethereum Dark,Scrypt,True,PoW/PoS,4200000.0,4200000
792,SUMO,Sumokoin,CryptoNight,True,PoW,8946653.0,88888888
793,ODN,Obsidian,SHA-512,True,PoS,25000000.0,91388946
794,ADA,Cardano,Ouroboros,True,PoS,25927070538.0,45000000000
795,REC,Regalcoin,X11,True,PoW/PoS,7262402.04264803,27000000
796,BTCZ,BitcoinZ,Equihash,True,PoW,5211553258.01514,21000000000
797,NTM,NetM,Scrypt,True,PoW,,101318932073.89769
798,TZC,TrezarCoin,NeoScrypt,True,PoW/PoS,182638400.0,400000000
799,ELM,Elements,X11,True,PoW,2702855668.85288,1800000000
800,TER,TerraNovaCoin,Scrypt,True,PoW/PoS,1140734.91680375,15733333
801,VIVO,VIVO Coin,NeoScrypt,True,PoW,4165967.57499639,27000000
802,RGC,RG Coin,NIST5,True,PoW/PoS,,300000000
803,RUP,Rupee,Lyra2REv2,True,PoS,24000000.0,24000000
804,BTG,Bitcoin Gold,Equihash,True,PoW,17202361.088994,21000000
805,WOMEN,WomenCoin,Scrypt,True,PoW/PoS,48459472454.0,25000000000
806,MAY,Theresa May Coin,SHA-256,True,PoW/PoS,92050800.0,100000000
807,EDDIE,Eddie coin,Scrypt,True,PoW/PoS,,1000000000
808,NAMO,NamoCoin,NIST5,True,PoW/PoS,560563220.0,1200000000
809,LUX,LUXCoin,PHI1612,True,PoW/PoS,8305775.31777569,60000000
810,PIRL,Pirl,Dagger,True,PoW,33986980.0,156306732.71
